year,EdadDesde,EdadHasta,CantidadPuestosVacantes,Confidencial,AreaEstudio1,IdIdioma1,isco_2dig_pred,Sexo,JornadaLaboral,NombreNivelJerarquico,num_words,highest_GradoEstudio,section_ciiu,cogn_core,cogn_soph,cogn_comp,cogn_software,cogn_mlai,cogn_finance,cogn_writing,cogn_manage,social_character,social_social,social_peoplemanage,social_customer,manual_fingerdexterity,manual_coordination,manual_physical,Sueldo
2021.0,20.0,35.0,1,1.0,Contabilidad/Auditoría,,21.0,,Completa,Empleado,169.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63529.37646
2015.0,18.0,30.0,1,1.0,,,33.0,,,,260.0,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41551.428915
2015.0,22.0,26.0,1,1.0,Economía,Inglés,24.0,,,Empleado,71.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48014.984524
2017.0,22.0,50.0,1,1.0,Administracion de Empresas,,21.0,,Completa,Empleado,133.0,University degree,C -Manufacturing,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39644.071149999996
2022.0,18.0,70.0,1,0.0,Administracion de Empresas,,21.0,,Completa,Empleado,38.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27651.981885228
2022.0,18.0,70.0,1,0.0,Computación - Sistemas - Programación,,21.0,,Completa,Empleado,78.0,University degree,J - Information and communication,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,68814.99377999999
2020.0,28.0,45.0,1,0.0,Administracion de Empresas,,24.0,,Completa,Empleado,199.0,Professional technician,K - Financial and insurance activities,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,53203.055507712
2010.0,25.0,,1,0.0,Contabilidad/Auditoría,,21.0,,,,98.0,University degree,Q - Human health and social work activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55438.763680000004
2016.0,22.0,35.0,1,1.0,Administracion de Empresas,Inglés,24.0,,Completa,Empleado,77.0,University degree,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63163.76505
2013.0,25.0,30.0,1,1.0,Química,Inglés,33.0,,,Empleado,75.0,University degree,C -Manufacturing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57900.409309
2013.0,24.0,40.0,1,0.0,Contabilidad/Auditoría,,21.0,,,Empleado,83.0,University degree,H - Transportation and storage,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61177.790968
2023.0,23.0,35.0,1,0.0,Administracion de Empresas,,21.0,,Completa,Empleado,140.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55000.0
2013.0,25.0,35.0,1,0.0,Administracion de Empresas,,21.0,,,Empleado,79.0,Professional technician,"M - Professional, scientific and technical activities",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60085.330415000004
2019.0,25.0,60.0,1,0.0,,,33.0,,Completa,Empleado,122.0,University degree,C -Manufacturing,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,47809.994925000006
2021.0,18.0,50.0,1,0.0,Administracion de Empresas,,24.0,,Completa,Empleado,86.0,Professional technician,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49090.88181
2017.0,22.0,45.0,1,0.0,Contabilidad/Auditoría,,21.0,,Completa,Empleado,97.0,University degree,N - Administrative and support service activities,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57880.34387899999
2019.0,20.0,30.0,1,1.0,,Portugués,21.0,,Completa,Empleado,77.0,,"M - Professional, scientific and technical activities",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33466.9964475
2019.0,20.0,30.0,1,1.0,,Portugués,21.0,,Completa,Empleado,77.0,,"M - Professional, scientific and technical activities",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33466.9964475
2020.0,20.0,30.0,3,1.0,Ofimática,Portugués,21.0,,Completa,Empleado,77.0,Professional technician,"M - Professional, scientific and technical activities",1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,30492.066528
2021.0,20.0,30.0,2,1.0,Ofimática,Inglés,21.0,,Completa,Empleado,77.0,Professional technician,"M - Professional, scientific and technical activities",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28299.449514
2022.0,20.0,30.0,2,1.0,Ofimática,Portugués,21.0,,Completa,Empleado,77.0,Professional technician,"M - Professional, scientific and technical activities",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,25937.959194
2022.0,18.0,37.0,2,0.0,Atención al Cliente,Inglés,21.0,,Completa,Empleado,117.0,Professional technician,"M - Professional, scientific and technical activities",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36524.881314
2022.0,18.0,70.0,1,0.0,Seguridad Informática,,21.0,,Completa,Empleado,87.0,Professional technician,N - Administrative and support service activities,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44994.41901
2019.0,25.0,35.0,1,0.0,Contabilidad/Auditoría,,21.0,,Medio turno mañana,Empleado,116.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,34149.996375
2023.0,25.0,35.0,1,0.0,Administracion de Empresas,,21.0,,Medio turno mañana,Empleado,116.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,32500.0
2017.0,25.0,35.0,1,1.0,Periodismo / comunicación social,,21.0,,Completa,Empleado,252.0,"Master, doctorate",G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,87216.95653
2022.0,18.0,27.0,1,0.0,Comercial / Mercadeo,Inglés,21.0,,Completa,Empleado,157.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,34936.842996
2023.0,20.0,40.0,1,0.0,,Inglés,21.0,,Completa,Empleado,114.0,Secondary education,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,37500.0
2023.0,18.0,70.0,1,1.0,Comercial / Mercadeo,,24.0,,Completa,Empleado,399.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60000.0
2017.0,20.0,50.0,1,0.0,,Inglés,21.0,Male,Completa,Empleado,52.0,,C -Manufacturing,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,51537.292495
2017.0,24.0,42.0,1,1.0,Economía,Inglés,21.0,,Completa,Empleado,230.0,Professional technician,C -Manufacturing,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,87216.95653
2022.0,20.0,35.0,2,0.0,Contabilidad/Auditoría,Inglés,21.0,,Completa,Empleado,146.0,University degree,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,52934.6106
2023.0,20.0,30.0,1,0.0,Administracion de Empresas,Inglés,21.0,,Completa,Empleado,197.0,University degree,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,50000.0
2023.0,18.0,25.0,1,0.0,Contabilidad/Auditoría,Portugués,21.0,Male,Completa,Empleado,201.0,University degree,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50000.0
2021.0,25.0,33.0,1,0.0,Financiera,Inglés,21.0,,Completa,Empleado,92.0,University degree,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72192.47325
2017.0,25.0,45.0,1,0.0,Contabilidad/Auditoría,,21.0,,Completa,Empleado,263.0,University degree,N - Administrative and support service activities,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,91181.363645
2019.0,,,1,1.0,,,21.0,,Completa,Empleado,148.0,,N - Administrative and support service activities,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,79227.99159
2021.0,25.0,40.0,1,0.0,Educación,,21.0,,Medio turno mañana,Empleado,270.0,University degree,K - Financial and insurance activities,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26072.456099184
2016.0,25.0,40.0,1,0.0,Computación - Sistemas - Programación,,21.0,,,Empleado,92.0,Professional technician,C -Manufacturing,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,63163.76505
2016.0,25.0,40.0,1,1.0,Computación - Sistemas - Programación,,21.0,,Completa,Empleado,92.0,Professional technician,C -Manufacturing,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,63163.76505
2016.0,25.0,40.0,1,1.0,Computación - Sistemas - Programación,,21.0,,Completa,Empleado,92.0,Professional technician,C -Manufacturing,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,63163.76505
2016.0,25.0,45.0,1,1.0,Computación - Sistemas - Programación,,21.0,,Completa,Empleado,92.0,Professional technician,C -Manufacturing,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63163.76505
2016.0,23.0,35.0,1,1.0,Comercio Internacional,Inglés,21.0,Female,Completa,,165.0,Professional technician,N - Administrative and support service activities,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,50531.01204
2021.0,18.0,59.0,1,0.0,Contabilidad/Auditoría,Inglés,24.0,,Completa,Empleado,179.0,University degree,"M - Professional, scientific and technical activities",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69304.77432
2013.0,18.0,60.0,1,0.0,,Portugués,21.0,,,Empleado,45.0,,C -Manufacturing,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,53530.567097
2022.0,25.0,45.0,1,0.0,Comercial / Mercadeo,,21.0,,Completa,Empleado,351.0,University degree,K - Financial and insurance activities,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,72972.47809652399
2023.0,25.0,45.0,1,0.0,Administracion de Empresas,Inglés,21.0,,Completa,Empleado,229.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,62500.0
2022.0,22.0,42.0,1,1.0,Administracion de Empresas,,21.0,,Completa,Empleado,79.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,52934.6106
2012.0,25.0,40.0,1,0.0,Contabilidad/Auditoría,Inglés,21.0,,,Empleado,40.0,"Master, doctorate",,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90146.679596
2016.0,21.0,29.0,1,0.0,Química,,21.0,Female,,Empleado,16.0,University degree,"M - Professional, scientific and technical activities",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,32002.974292
2018.0,,,1,1.0,Gestión de Calidad,Inglés,31.0,,Completa,Empleado,165.0,Professional technician,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,84735.89901749999
2018.0,21.0,30.0,1,1.0,BioQuímica,Español,31.0,Female,Medio turno tarde,Empleado,16.0,University degree,"M - Professional, scientific and technical activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13999.844185499998
2022.0,18.0,70.0,1,0.0,Gestión de Calidad,Inglés,21.0,,Completa,Empleado,116.0,University degree,"M - Professional, scientific and technical activities",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,86812.761384
2015.0,23.0,40.0,1,1.0,Química,Inglés,21.0,,,Empleado,48.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,63712.191003
2013.0,28.0,50.0,1,1.0,Contabilidad/Auditoría,,21.0,Male,,Empleado,97.0,Professional technician,H - Transportation and storage,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52438.106543999995
2015.0,23.0,25.0,1,0.0,Contabilidad/Auditoría,,21.0,,,Empleado,190.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,53555.175046000004
2019.0,25.0,45.0,1,1.0,Administracion de Empresas,,21.0,,Completa,Empleado,251.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,68299.99275
2022.0,25.0,40.0,1,1.0,Logística,,21.0,,Completa,Empleado,203.0,University degree,"E - Water supply; sewerage, waste management and remediation activities",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,79401.91589999999
2022.0,25.0,40.0,1,1.0,Logística,,21.0,,Completa,Empleado,203.0,University degree,"E - Water supply; sewerage, waste management and remediation activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79401.91589999999
2023.0,31.0,47.0,1,0.0,Administracion de Empresas,,21.0,,Completa,Empleado,93.0,University degree,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,67500.0
2015.0,25.0,35.0,1,1.0,Logística,,21.0,,,Empleado,55.0,Professional technician,C -Manufacturing,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60018.730655
2016.0,24.0,40.0,1,0.0,Hidráulica,,21.0,,,Empleado,135.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75796.51806
2022.0,25.0,45.0,1,1.0,,,21.0,,Completa,Empleado,34.0,Secondary education,C -Manufacturing,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48699.84175199999
2022.0,25.0,45.0,1,1.0,,,21.0,,Completa,Empleado,34.0,Secondary education,C -Manufacturing,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,48699.84175199999
2016.0,21.0,35.0,1,0.0,Asistencia Social,,42.0,,,Empleado,244.0,University degree,K - Financial and insurance activities,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,48572.093139916
2015.0,20.0,40.0,1,1.0,Marketing / Mercadotecnia,,42.0,,,Empleado,108.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,55401.90522
2015.0,20.0,40.0,1,1.0,Marketing / Mercadotecnia,,42.0,,,Empleado,108.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,55401.90522
2021.0,18.0,59.0,1,1.0,Marketing Digital / Online,,42.0,,Completa,Empleado,294.0,University degree,"M - Professional, scientific and technical activities",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,37540.08609
2021.0,18.0,59.0,1,1.0,Marketing Digital / Online,,42.0,,Completa,Empleado,294.0,University degree,"M - Professional, scientific and technical activities",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,37540.08609
2022.0,18.0,70.0,1,1.0,,Inglés,42.0,,Completa,Empleado,201.0,Secondary education,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,58228.07166
2023.0,18.0,70.0,1,1.0,Marketing / Mercadotecnia,,42.0,,Completa,Empleado,169.0,Professional technician,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,67500.0
2012.0,25.0,35.0,1,0.0,Marketing / Mercadotecnia,Inglés,42.0,,,Empleado,164.0,University degree,J - Information and communication,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65237.728655
2017.0,25.0,35.0,1,0.0,Marketing / Mercadotecnia,,42.0,,Completa,Empleado,311.0,University degree,J - Information and communication,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,71359.32806999999
2014.0,22.0,35.0,1,1.0,,,42.0,,,,135.0,,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,65220.115837499994
2016.0,22.0,65.0,1,1.0,Marketing / Mercadotecnia,,42.0,,Indiferente,Empleado,168.0,University degree,N - Administrative and support service activities,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,32002.974292000003
2016.0,18.0,60.0,1,0.0,,,21.0,,Completa,Encargado,185.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,46320.094370000006
2023.0,18.0,70.0,1,0.0,Administracion de Empresas,Inglés,21.0,,Completa,Empleado,271.0,University degree,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100000.0
2015.0,25.0,45.0,1,1.0,Administracion de Empresas,,21.0,,Completa,Empleado,275.0,Professional technician,C -Manufacturing,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,53555.175046000004
2017.0,25.0,45.0,1,1.0,Administracion de Empresas,,21.0,,Completa,Empleado,283.0,Professional technician,C -Manufacturing,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45987.122533999995
2022.0,18.0,70.0,1,0.0,Contabilidad/Auditoría,,21.0,,Completa,Empleado,296.0,University degree,N - Administrative and support service activities,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64580.224932
2013.0,25.0,40.0,1,0.0,Estadística,,21.0,,,Empleado,59.0,University degree,N - Administrative and support service activities,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60085.330415000004
2014.0,25.0,45.0,1,0.0,Administracion de Empresas,,31.0,,,Empleado,175.0,University degree,N - Administrative and support service activities,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,59199.797452499995
2022.0,18.0,57.0,1,1.0,Administracion de Empresas,,21.0,,Completa,Empleado,242.0,Professional technician,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,47641.14954
2023.0,18.0,70.0,2,0.0,Arquitectura,Inglés,21.0,,Completa,Empleado,150.0,University degree,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,30000.0
2021.0,18.0,46.0,1,1.0,,Portugués,21.0,,Completa,Empleado,183.0,Secondary education,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46203.18288
2017.0,26.0,34.0,1,1.0,Contabilidad/Auditoría,Inglés,21.0,Male,Completa,Empleado,36.0,University degree,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49951.529649
2022.0,18.0,25.0,3,0.0,Administracion de Empresas,Inglés,21.0,,Indiferente,Empleado,75.0,University degree,"M - Professional, scientific and technical activities",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35995.535208
2021.0,18.0,38.0,2,0.0,Contabilidad/Auditoría,Inglés,21.0,,Completa,Empleado,75.0,Professional technician,"M - Professional, scientific and technical activities",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47935.802238000004
2021.0,18.0,38.0,2,0.0,Contabilidad/Auditoría,Inglés,21.0,,Completa,Empleado,75.0,Professional technician,"M - Professional, scientific and technical activities",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47935.802238000004
2021.0,18.0,38.0,2,0.0,Contabilidad/Auditoría,Inglés,21.0,,Completa,Empleado,75.0,Professional technician,"M - Professional, scientific and technical activities",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,47935.802238000004
2022.0,18.0,38.0,2,0.0,Contabilidad/Auditoría,Inglés,21.0,,Completa,Empleado,75.0,Professional technician,"M - Professional, scientific and technical activities",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,43935.726797999996
2022.0,18.0,38.0,2,0.0,Contabilidad/Auditoría,Inglés,21.0,,Completa,Empleado,75.0,Professional technician,"M - Professional, scientific and technical activities",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,43935.726797999996
2022.0,18.0,38.0,2,0.0,Contabilidad/Auditoría,Inglés,21.0,,Completa,Empleado,75.0,Professional technician,"M - Professional, scientific and technical activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,43935.726797999996
2023.0,18.0,38.0,2,0.0,Contabilidad/Auditoría,Inglés,21.0,,Completa,Empleado,75.0,Professional technician,"M - Professional, scientific and technical activities",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,41500.0
2014.0,22.0,35.0,1,0.0,,,21.0,,,Empleado,97.0,,N - Administrative and support service activities,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,65220.115837499994
2014.0,20.0,24.0,1,0.0,,,21.0,,,Empleado,97.0,,N - Administrative and support service activities,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,68230.27502999999
2022.0,18.0,30.0,1,0.0,Administracion de Empresas,,21.0,,Completa,Empleado,133.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,47641.14954
2023.0,22.0,30.0,1,1.0,Administracion de Empresas,,21.0,,Completa,Empleado,53.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,45000.0
2023.0,22.0,30.0,1,0.0,Administracion de Empresas,,21.0,,Completa,Empleado,80.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0
2023.0,22.0,30.0,1,0.0,Administracion de Empresas,,21.0,,Completa,Empleado,103.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,45000.0
2022.0,18.0,70.0,3,0.0,Administracion de Empresas,,21.0,,Completa,Empleado,164.0,University degree,N - Administrative and support service activities,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50817.226176
2013.0,21.0,25.0,1,0.0,Administracion de Empresas,,21.0,,,Empleado,71.0,University degree,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54623.02765
